"respondent_id","report_yr","report_prd","spplmnt_num","row_num","lambda_calc_desc","lambda_calc_desc_plain","lambda_calc_desc_f"
240,2007,12,0,100,,"

 In Puget Sound Energy's control area, demand following is not primarily performed by thermal generating units, it is performed by hydro resources.  System lambda for hydro units, if calculated would be constant.  An economic dispatch algorithm is not used in Puget Sound Energy's system and the system does not have a system lambda.

Resources in Puget Sound Energy's control area are efficiently dispatched in the following manner.  Take-or-pay contracts, non-controllable hydro and Puget's Colstrip is used to serve as much base load as possible.  Next, controllable hydro and spot-market purchases are used (in variable amounts depending on their relative prices) to fill in as much as possible any remaining resources gap.  Finally, Puget's gas-fired combustion turbines are brought on line for peaking capability when needed and when cost-effective compared to controllable hydro and spot-market purchases.  ",0
251,2006,12,0,100,,"The 2006 system Lambda was estimated from hourly integrated generation from each unit and that unit's incremental heat rate curve. ",0
171,2007,12,0,100,,"
Florida Power & Light Company uses Economic Dispatch (ED) to allocate generation in a real-time optimal manner 
among the committed units to minimize fuel production costs.  The ED algorithm is based on the method of LaGrange 
multipliers using an iterative solution to minimize the cost of delivered power and to calculate system lambda.",0
125,2007,12,0,100,,"The CAISO operates its control area through forward energy schedules and the operation of an imbalance energy market, plus reserve/ancillary service markets (to cover generation and transmission contingencies).  Suppliers provide the CAISO real-time energy bids that are used by the CAISO to match supply and demand every 5 minutes in a least cost manner. Because energy bids do not necessarily reflect system marginal costs, the CAISO does not have true system lambda information.  Therefore, the CAISO will not be submitting system lambda data as part of this FERC 714 filing.  Though not a true system lambda, historical real-time energy price information is available on the CAISO's OASIS website at http://oasis.caiso.com, under ""Real Time Information"".
",0
140,2007,12,0,100,,"Description of Economic Dispatch:

For method description, refer to ""Economic Operation of Power Systems"" by Leon K. kirchmayer chapter 2. We calculated lambda as described therein.


Lambda:

The attached file lambda.07"" has lambda data for 2007.",0
149,2007,12,0,100,,"


						PART II – SCHEDULE 6



 

The following information is found in the functional specification of the DPC Energy Management System and describes system Lambda:




         3.1.3.3	Updating Lambda

This subfunction computes a new value for the temporary Lambda value if the old value did not result in convergence.  The new value is computed by adding an increment to the old value.  The increment can be either positive or negative and is based on the sum of the inverse of the slopes of the unit Incremental Cost Curves at the dispatch point of the last iteration.  

DELTA = 
GTBD - MWT


 S
     1
PFi* Mi


for all units
on iterative
dispatch but
not in limit(a)

 

Where:	DELTA  =	   Lamda increment ($/MWHR)
	MWT     =	   Sum of temporary EAG for units at last iteration (MW)
	PFi         	=	   Unit’s penalty factor
	Mi          =	   Slope of Incremental Cost Curve for unit at last iteration’s
                                       dispatch point ($/MWHR-MW)


(a)NOTE:  A unit is considered to be “in limit” if it cannot further contribute to the dispatch because the value assigned to it during the last iteration was constrained by its economic limit.


",0
261,2007,12,0,100,,"System time is based on Central Standard Time. Sunflower does not run under Economic Dispatch, therefore :Lambda is not calculated, consequently all Lambda values are zero.",0
184,2008,12,0,100,,"
Indianapolis Power & Light Company
Calculation of Control Area Hourly System Lambda

Indianapolis Power & Light Company’s system incremental cost curve is produced by combining the unit incremental fuel, variable scrubber, and emission allowance cost curves for all on-line generating units. The unit incremental cost curves consist of seven piecewise linear megawatt breakpoints each with an associated incremental cost.

The system incremental cost curve is constructed by summing the megawatt breakpoints of all units in ascending order of equal incremental costs including fuel, variable scrubber, and emission allowances.

IPL’s hourly system lambda is the incremental cost based on the system incremental cost curve for the net IPL generation at the top of each hour.

",0
114,2006,12,0,100,,"Calculation of the system lambda is done through the following steps:

For each hour of the year, the output (MWhs) and cost per MWh data is accumulated for both owned unit generation and purchased power.

For each hour, any owned generating unit operating at or below its minimum load is ignored for calculating the system lambda.  Those minimum loads are as follows:

Unit	Minimum Load MW
Arthur Mullergren	25
Cimarron River 1	22
Cimarron River 2	2
Clifton	5
Jeffrey Energy Center	30
Judson Large	35


For the remaining resources, the system lambda is assumed to be the highest cost MWh generated or purchased in each hour of the year.
",0
113,2006,12,0,100,,"Calculation of the system lambda is done through the following steps:

For each hour of the year, the output (MWhs) and cost per MWh data is accumulated for both owned unit generation and purchased power.

For each hour, any owned generating unit operating at or below its minimum load is ignored for calculating the system lambda.  Those minimum loads are as follows:

Unit	Minimum Load MW
Greenwood 1-4	5
Southharper 1-3	15
Jeffrey Energy Center 1-3	30
Lake Road 1-3	2
Lake Road 4	20
Lake Road 5-7	2
Nevada	2
Ralph Green	5
Sibley 1-2	30
Sibley 3	180

For the remaining resources, the system lambda is assumed to be the highest cost MWh generated or purchased in each hour of the year.
",0
122,2008,12,0,100,,"Pt II, Sch 6:  BPA is a hydro-based system and does not compute system lambdas.  We manage a large inter-linked federal hydro system, controlled by water storage releases, with a limited amount of non-federal base-loaded thermal resources.  Our responsibilities are to ensure adequate, reliable, efficient, and economical power supply, provide transmission access with a high degree of safety and reliability, and preserve and balance economic and environmental benefits of the federal Columbia River power system.  The Columbia River system was developed and is operated for flood control, navigation, irrigation, municipal and industrial water supply, recreation, fish and wildlife, and power production.  Generation is largely driven by the need to move water for non-power purposes.",0
171,2006,12,0,100,,"Florida Power & Light Company uses Economic Dispatch (ED) to allocate generation in a real-time optimal manner among the committed units to minimize fuel production costs.  The ED algorithm is based on the method of LaGrange multipliers using an iterative solution to minimize the cost of delivered power and to calculate system lambda.",0
219,2008,12,0,100,,"The Ohio Valley Electric Corporation (OVEC) supplies power and energy, at cost, to the 15 Investor - owned electric utility companies that own OVEC.  Consequently, the generating units are operated at or near full load because of OVEC's low production costs, thus system lambda is not utilized by OVEC since that information is inconsequential to power transactions made by OVEC.",0
179,2008,12,0,100,,"The Midwest ISO market economic base points are set by the Midwest ISO UDS program and then sent to Hoosier Energy via a private secure ICCP link.  Hoosier Energy then pulses the on-line generating units via AGC to match or follow these economic base points.
",0
112,2008,12,0,100,,"",0
116,2008,12,0,100,,"5.5  Economic Allocation - Lambda Dispatch

The Lambda algorithm function determines generator base points and allocates additional reserve to determine new dispatch limits prior to the final base point calculation.

The classical Lambda algorithm solution technique is employed along with additional features that are described below.  The algorithm solution provides a set of generation levels and inverse slopes of the incremental cost curve.  The slope values are later applied for the determination of economic participation factors.

The following notation is used:

P			-	generation MW for a unit being dispatched
Sum p	-	Sum of individual p values being dispatched
DMW	-	total dispatch MW
c			-	generator unit cost curve; c(p) = cost at p output
L			-	Lagrange multiplier whose solution value will be the solution Lambda 

5.5.1  Classical Iterative Approach

The objective of the Lambda algorithm is to find a set of generation p values at minimum total cost for a given desired MW value, DMW:

DMW = SUM p

Since the total cost function is the sum of individual (non-linear) cost functions, the classical Lagrange multiplier method minimizes the augmented cost function F:

F = Sum c(p) + L * (Sum p - PD - TL)

subject to:

MNDP £ p £MXDP

where:	c						-	cost function of generation p
L						-	Lambda (Lagrange multiplier)
PD					-	total system load or demand; constant
TL					-	total transmission losses which is a function of p
MXDP,MNDP	-	given dispatch limits

For the solution set of p values, the term (Sum p - PD - TL) is zero and F will be the minimum total cost.

The minimum of F is determined when each first derivative of F with respect to generator i, df/dp(i), is zero.  The solution criterion is met by the simultaneous solution of the following coordination equations:

(dC(1)/dP(1)) * PF(1) = L
(dC(2)/dP(2)) * PF(2) = L
 .
 .
 .
(dC(n)/dP(n)) * PF(n) = L

where:	dC(i)/dP(i)	-	dc/dp, incremental cost c of unit i at generation level P
PF(i)			-	1/(1 - dTL/dP(i))
-	penalty factor as function of the incremental transmission loss for generator i, dTL/dP(i)
L					-	incremental cost at delivered power, Lambda

These equations state that the incremental cost of delivered power is equal for all dispatched resources.  The penalty factor takes into account the cost of transferring the generated power to the load center.  The penalty factors are assembled by the ED data processing function from one of four sets of penalty factors and entered dispatch (multiplier) factors found in the database.

The MW output of each generator is obtained from its incremental cost curve for the iteration lambda.  If the MW value is outside of the unit dispatch limits, the output is held at the appropriate limit.

5.5.2  Additional Features

Additional features enhance the classical Lambda dispatch algorithm.  These features are:

·	fixing and removing resources from iterations

·	Lambda postulate algorithm

The fixing and removing of units from further iterations is performed when the previous iteration does not converge to the solution.  This process consists of recognizing the over- or under-generating state of the previous iteration pass.  At this point, the units are fixed at their high limits in the under-generating state and removed from the iterative loop, since their dispatch levels would not change in further iterations.  Units are fixed at their low limits in the over-generating state in a similar fashion.

In the Lambda algorithm, the composite slope at the previous lambda from units remaining in the iteration loop is applied as part of the first-order Taylor's approximation of lambda:

L(new) = L(prev) + m' * MWERROR

subject to dynamic high and low lambda limits LMAX and LMIN:

LMIN £ L(new) £ LMAX

where:	m'				-	slope of the composite incremental cost curve
L( )				-	lambda postulate
MWERROR	-	the excess of (over-generation) or lack of (under-generation) dispatch MW's
LMAX		-	L(prev) when L(new) will be smaller
LMIN			-	L(prev) when L(new) will be larger
By constraining L within LMAX and LMIN, a diverging solution is prevented.  If the new L fails the limit test, it is not set to the limit but rather is recomputed by bisection:

L(new) = (LMAX + LMIN)/2

5.5.3  Coordination Equations Solution

The solution of the coordination equations proceeds in an iterative fashion.  The major steps in the solution include:

·	postulation of solution lambda L

·	derivation of unit dispatch MW from the ICC for all units

·	decision as to the necessity for another iteration (by comparing total dispatched MW to total desired MW)

·	fixing and removing resources prior to next iteration

Solution lambda L is initialized by observing resource limits.  The incremental cost LMIN associated with the cheapest resource at its minimum limit and the incremental cost LMAX associated with the most expensive resource at its maximum limit are used in the initial guess of L.  When the previous solution is within these limits, its value is used as L(0); otherwise L(0) is computed by bisection as follows:

L(0) = (LMAX + LMIN)/2

Postulation of lambda between iterations utilizes the slope of the composite incremental cost curve at the current guess of lambda:

L(new) = L(prev) + (DMW-Sum p)/INVSLP

where:	L(new)	-	new guess of lambda
L(prev)	-	previous iteration guess of lambda
INVSLP	-	inverse slope of the composite cost curve at L(prev)
= sum (inverse(unit ICC slopes))
DMW		-	total desired dispatch MW
Sum p		-	sum of base points at previous iteration

Resources are dispatched at the current guess for solution lambda.  Each dispatched MW level is constrained by the unit dispatch limits; when the dispatch level is beyond a limit, it is set to that limit.

Upon comparison of DMW and the sum of base points, it can be determined if the current guess of lambda results in too much generation or too little generation.  In certain situations, units can be removed from further calculations.  This technique improves the performance of the solution.  The positive slope characteristic of the unit ICC's allows this assumption.

The following outline illustrates the solution procedure:

1.0	Initialization
1.1	Make initial guess for solution lambda; determine LMAX and LMIN
1.1.1	If old solution outside (LMIN<LMAX), then set L(0) = (LMAX + LMIN)/2

1.2	Initialize values to zero
1.2.1	Iteration counter i
1.2.2	Total generation G(i)
1.2.3	Sum of inverse unit ICC slopes INVSLP

2.0	Establish loop for all dispatched units to obtain unit CDP
2.1	Get proposed output from the unit's ICC
2.1.1	Compute ICC ordinate, L(i) / (unit penalty factor)
2.1.2	Find corresponding MW output from the unit's ICC using interpolation or extrapolation
2.1.3	If unit CDP > MXDP, set CDP = MXDP
2.1.4	If unit CDP < MNDP, set CDP = MNDP

2.2	Accumulate total generation, G(i) = G(i) + unit CDP

3.0	Determine if solution has converged
3.1	If the magnitude of (G(i) - DMW) £ tolerance,
3.1.1	Set convergent solution indicator and exit via section 5.0

4.0	Prepare for next iteration
4.1	Increment iteration counter, i = i + 1
4.1.1	If i > max, set nonconvergent solution indicator and exit via section 5.0

4.2	Modify lambda limits
4.2.1	If over-generating (G(i-1) > DMW), set LMAX = L(prev)
4.2.2	If under-generating (G(i-1) < DMW), set LMIN = L(prev)

4.3	Establish loop for all dispatched units to determine feasibility
4.3.1	Set INVSLP = 0 and CMW = 0, where CMW is the total of unit CDP values
4.3.2	If over-generating state,
-	If unit is dispatched at its minimum dispatch limit, remove the unit from dispatch
-	Else, set the inverse icc slope value
4.3.3	If under-generating state,
-	If unit is dispatched at its maximum dispatch limit, remove the unit from dispatch

-	Else, set the inverse icc slope value 
4.3.4	Advance to next dispatched unit

4.4	Postulate new lambda
4.4.1	If INVSLP = 0, set L(new) = (LMAX + LMIN)/2
4.4.2	Else, use Taylor's approximation and determine feasibility of guess
-	Set L(new) = L(prev) + (DMW - CMW)/INVSLP
-	If L(new) > LMAX or L(new) < LMIN, set L(new) = (LMAX + LMIN)/2

4.5	Continue with next solution iteration (via section 2.0)

5.0	Exit Processing

6.0	Remove Unit Function
6.1	DMW = DMW - unit CDP
6.2	G(i-1) = G(i-1) - unit CDP
6.3	Return to caller

7.0	Calc Inv Slope Function
7.1	Value = (unit inverse ICC slope)/penalty factor
7.2	INVSLP = INVSLP + value
7.3	CMW = CMW + unit CDP
7.4	Return to caller
",0
174,2008,12,0,100,,"Most efficient units are loaded first (Hydro, Thermal, and then Salina Pump Storage).  
Regulation provided by Salina Pump Storage majority of time.",0
277,2008,12,0,100,,"	The Energy Management System of Western Farmers Electric Cooperative performs economic dispatch such that all the controllable units are loaded at the same incremental cost if feasible.  System Lambda is calculated every EDC cycle, but the hourly system Lambda's are not recorded on the Energy Management System.  An after-the-fact production cost simulation program is used to derive the hourly system Lambda based on hourly unit loading.  The unit of system Lambda is in dollars per megawatthour.
",0
186,2008,12,0,100,,"JEA defines system lambda as the cost of producing an additional increment of electricity. The next increment of electricity may be supplied by a generating unit of purchased power. If the lowest incremental cost is achieved through a generating unit, system lambda is calculated by taking the product of the incremental heat rate of the marginal generating unit at its present MW load level (mmBTU/MWH) and the fuel cost of the fuel being used by the marginal unit ($mmBTU). If the lowest incremental cost is achieved through a purchase, system lambda is simply the energy rate ($/MWH) for the purchase. This information is collected at JEA's System Operations Control Center.",0
208,2008,12,0,100,,"System Lambda is the value of system incremental cost by which the generation level of each dispatchable unit in the system is determined such that its incremental cost at the dispatched generation level equals to the system Lambda.  SCADA problems may cause ""blanks"" or ""no data"".",0
197,2008,12,0,100,,"Each value of system lambda, i.e. the incremental cost of delivered power, in the data attached is calculated by the electric load dispatch computer for those units which are under economic dispatch and control and is based on the average cost of all fuel (including transportation and handling) of each type (coal, gas, or oil) purchased during the preceding month.

The values of system lambda do not include incremental operation and maintenance expenses.",0
134,2008,12,0,100,,"Dispatch instructions are calculated and sent to us by the Midwest ISO, using their algorithms.",0
210,2008,12,0,100,,"NPC does not have an EMS system that contains an hourly system lambda algorithm. The hourly incremental costs that we have provided are based on the higher cost of either the system generation or the market price proxy.  NPC’s market price proxy is based on the Mead/Marketplace Index price shaped by the Palo Verde hourly index.",0
249,2008,12,0,100,,"SPPC does not have an EMS system that contains an hourly system lambda algorithm.  The hourly incremental costs that we have provided are based on the higher cost of either the system generation or the market price proxy.  SPPC’s market price proxy is based on the COB index price shaped by the Mid-C hourly index.",0
165,2008,12,0,100,,"Traditional planning methods using known generation resources and pairing them with known load are no longer possible.  It is uncertain as to which generation will be displaced by newer resources and when, and how new generation will affect existing facilities and the transmission system.  Economic dispatch has been replaced with a new market structure based upon bids and bilateral contracts.  System lambda information is no longer available in this environment.",0
178,2008,12,0,100,,"System Lambda is determined by simultaneously solving incremental cost equations for each unit.  Incremental cost equations are based on the first derivative of the Input/Output equation or heat rate.  Coefficients in incremental cost equations are determined by two methods dependent on plant ownership.  The Coefficients for utility owned plants are based on heat rate test data.  Coefficients for independently owned units are based on fuel, variable O&M, and fixed O&M as stated in contract.
",0
267,2008,12,0,100,,"Control Area System Lambda

The TID Balancing Authority Lambda is generally dictated by the market conditions.  TID supplies its load using hydro, three gas plants, and purchases.  As is done in most places in the U.S., TID schedules its resources one day in advance.  TID's thermal units are typically constrained by their minimum or maximum capabilities and/or the need to allow for the prudent amount of operating reserve.  In the hourly market, the schedulers adjust purchases or sales to account for changes in loads compared to the forecasted amount.  These transactions are often for amounts less than 10 MW.  During the hour, the generation levels at TID units are varied to meet the actual minute to minute variations in load.  In addition, the generation resources are adjusted to meet other operating criteria such as required water flows, required reserves, and environmental limitations at units.

More often than not, a significant change in load (a change that would be reflected in our forecasted load for the next clock hour) would result in a change in wholesale purchases or sales.  It would not result in a change in the operating level at our thermal units.  For this reason, we have chosen to use the average of our purchase and sale prices that we saw for hourly transactions to report as our Lambda.  (We are not accounting for potential transmission costs that might be incurred.) ",0
157,2008,12,0,100,,"Annual Control Area and Electric System Report

For the Year Ending December 31, 2008


Part II - Schedule 6.  Control Area System Lambda Data
Description of Economic Dispatch - System Lambda


Duke’s approach to economic dispatch involves the iterative process of evaluating system incremental costs, unit generation levels, and system load requirements.  The theory behind economic dispatch is to operate the generation units at an equal incremental cost (adjusted for transmission losses) to minimize system costs.  The process is conceptually described as follows:
Select a system incremental cost to evaluate based on system load requirements.
Use the selected system incremental cost to calculate unit incremental costs using unit penalty factors.  Unit penalty factors relate unit generation levels to system transmission losses.
Calculate unit generation levels using the unit incremental cost and unit incremental cost curves.
Sum up unit generation levels to get system generation.
Compare system generation to system load requirements.
If system generation is less than system load requirements, select a new system incremental cost that is greater than the previous system incremental cost.  If system generation is greater than system load requirement, select a new system incremental cost that is less than the previous system incremental cost.
Return to step 2 and continue the process.

Once system generation equals the system load requirements (within a small deadband), the economic dispatch process is complete.  The last system incremental cost is system lambda, and the last unit generation levels are the optimal generation levels.
",0
103,2008,12,0,100,,"",0
159,2008,12,0,100,,"Economic Dispatch

The Economic Dispatch (ED) function establishes the optimum basepoints for the in-service economically dispatchable thermal generating units in a manner than minimizes the total system production cost, considering the effects of transmission losses, while respecting unit economic and response rate limits.

Significant Features and Benefits

Event triggered ED executions, following relevant changes in power system or generating unit conditions, ensure the timely calculation of optimum basepoints.  Economic participation factors, representing a linear approximation of the ED function, allow adjustment of optimum basepoints to compensate for minor system load changes occurring between ED executions.

The emission constraints of the 1990 Clean Air act can be included in the Economic Dispatch function as an option.

A dual dispatch approach advises the operator of optimum basepoints for selected manually controlled units as well as for automatically controlled units.

Actual and ideal production cost differences reveal system regulation costs and the cost of manually controlled unit operation at nonoptimum basepoints.

Use of real-time penalty factors, derived by security analysis functions (if provided), to account for transmission losses provides the most accurate analysis, ensuring the maximum possible fuel savings.

B-matrix and constant coefficient penalty factor calculation methods account for transmission losses when real-time penalty factors are not available.

Multiple fuel cost and heat rate curve data sets allow modeling of different fuel types and operating conditions for each generating unit.

Technical Overview

Activation Mechanism

The real-time ED function calculates optimum basepoints for the dispatchable thermal generating units on a periodic, operator demand, or event triggered basis.  ED executes periodically when a tunable maximum time period between basepoint calculations, typically five-minutes, has elapsed.  The operator may request execution of the ED function via the CRT displays.  To ensure the most economical system operation, ED also executes as a result of the following events.

The control area load changes significantly since the last basepoint calculation

The control area net interchange changes significantly since the last basepoint calculation

The dispatch status of a generating unit changes

The Automatic Generation Control function, using economic participation factors, adjusts the economic basepoint of a dispatchable generating unit to an economic limit

The operator modifies generating unit fuel cost or heat rate curve data

A tunable minimum time period between basepoint calculations prevents excessive event triggered ED executions.

Economic Basepoint Calculations

ED obtains the most economic system operation when the incremental cost of power delivered to the load is the same for all dispatchable generating units.  Calculation of the unit economic basepoints involves the solution of a set of coordination equations of the following form via a Lagrangian method:

	FCOSTi * dli/dPi;=LAMBDA/PFi

Subject to the constraint equation:

	   n
	?P?= DISPGEN
	   1

where:

	LAMBDA	=  	system incremental cost ($/MW.h)
	FCOSTi	=  	fuel cost for unit ?($/MMBTU)
	dl?/dP?	=  	incremental heat rate for unit i (MMBTU/MW.h)
	PF?        	=  	penalty factor for unit ?
	P?  	=  	economic basepoint for unit ?(MW)
	n  	=  	number of generating units dispatched
	DISPGEN 	= 		total dispatched generation (MW)

A variable number of straight line segments, defined by monotonically increasing ordinates and abscissas, approximate the generating unit incremental heat rate curves.  Multiple fuel cost and incremental heat rate curve data sets, typically six for each generating unit, permit modeling of different fuel types and/or unit operating conditions.  CRT displays allow operator selection of the fuel cost and incremental heat rate curve data set most applicable to the current conditions.  On-line modification for fuel cost and heat rate data allow modeling of current unit conditions.

A study mode dispatch calculates economic basepoints for selected manually controlled units as well as for automatically controlled units.  For the most economic system operation, generating units should operate at basepoints determined from dispatch considering units operating in the AUTOMATIC, ECONOMIC, and MANUAL-DISPATCH control modes.  The results of this dispatch consist of economic basepoints, presented on CRT displays that serve only as operator recommendations.  In this dispatch, unit high and low economic limits constrain the basepoint calculation.

Economic Participation Factors

To accurately reflect actual system economics, the AGC function requires basepoints from a real-time dispatch considering only units operating in the AUTOMATIC and ECONOMIC control mode.  The results of this dispatch consist of economic basepoints and economic participation factors that are input to the AGC desired generation calculation.  The economic participation factors, a linear representation of the incremental cost function for each generating unit operating in the AUTOMATIC control mode, allow adjustment of the economic basepoints to compensate for the minor system load changes that occur between ED executions.

Their use reduces the ED function execution frequency without sacrificing economic operation.  In this dispatch, unit response rate limits as well as high and low economic limits constrain the basepoint calculation.

Penalty Factors

Penalty factors adjust the incremental cost for each generating unit to account for transmission losses incurred due to an incremental change in generation.  The ED function supports three penalty factor calculation methods, real-time, B-Matrix and constant coefficient.  The operator may select, via CRT display, the penalty factor calculation method to be used.

The Penalty Factor Calculation function derives real-time penalty factors using the Jacobian algorithm based on the current power system configuration and condition, as determined by the State Estimation function.  A CRT display presents the real-time penalty factors for each generating unit.

Penalty factors derived from B-matrix and constant coefficient methods account for transmission losses incurred in a specific power system configuration and condition.  The B-matrix penalty factor for a given generating unit is dependent on injections at prespecified power system busses, generally, where generating units, tie-lines and nonconforming loads are connected.  The constant coefficient penalty factor for a given generating unit is linearly proportional to the total system generation.  To provide more accurate assessments using these techniques, ED automatically selects from several sets of B-matrix and constant coefficient data, representing different power system configurations and conditions, based on the system load level.




Emission Dispatch (Option)

The Clean Air Act of 1990 defines a two phased reduction in the emissions of electric generation plants.  From 1995 to 2000, Phase I limits the SO2 emissions of pre-selected generating units.  Phase II becomes effective after the year 2000 and restricts SO2 and NOx emissions for all units over 25 MW.

The emission dispatch calculates generating unit basepoints that minimize the company production cost as well as constraint emissions to hourly emission limits determined by long range planning studies.

Initially, ED performs a dispatch based on generating unit fuel costs and heat rate characteristics.  The pertinent results of this minimum cost dispatch include unit basepoints, system production cost rate and system NOx and SO2 emission rate.  System production cost and emission rates are a summation of individual unit production cost and emission rates, calculated by integration of the incremental heat and emission rate curves to the unit basepoint.

ED performs a second dispatch based on generating unit fuel costs and composite heat and emission rate characteristics.  The composite heat and emission rate characteristics result from a summation of incremental cost curve breakpoints and cost-weighted incremental emission curve breakpoints.  The pertinent results of this dispatch include unit basepoints and system production cost rate and emission rates.

From the results of the two dispatches, ED calculates and emission improvement cost, i.e., the ratio of the increase in production cost to the decrease in emission.  If the emission improvement cost exceeds an operator specified maximum limit, indicating that a reduction in emission is not cost effective, the dispatch solution is complete even if the system emission rates exceed the emission rate limits.  This situation constitutes a recommendation to purchase emission improvement cost is less than an operator specified minimum limit, indicating that a small increase in fuel costs results in significant emission resolutions, ED increases the emission cost weighing factor and the solution continues.

ED compares the system emission rates with NO and SO2 emission rate limits derived from the hourly emission allowances calculated by long term planning functions.  The derived NOx and SO2 emission rate limits consider actual accumulated emissions and expected generation requirement changes.  If the system emission rate exceeds an emission rate limit, ED increases the corresponding emission cost weighing factor and performs another dispatch.  ED repeats the solution process until the system NOx and SO2 emission rates meet the emission rate limits or the emission improvement cost exceeds its limit.

The results of the emission dispatch include the following quantities:

Cost of compliance with emission limits
Optimum generating unit basepoints and participation factors
Expected hourly and instantaneous generating unit and total company emissions (SO2, NOx)
Hourly and instantaneous generating unit and total company fuel usage
",0
281,2008,12,0,100,,"FERC Form 714 
Part II Section 6.2

CWLP

Description of Economic Dispatch Also, provide in writing a detailed description of how Respondent calculates system lambda.  For those systems that do not use an economic dispatch algorithm and do not have a system lambda, provide in writing a detailed description of how control area resources are efficiently dispatched.


The CWLP system lambda is based on a system incremental heat rate calculated from the Energy Management System (EMS).  The EMS only includes units that are on control in calculating the system lambda.  The incremental system heat rate (mmBtu/MWH) is multiplied by the fuel cost ($/mmBTU) to arrive at the system lambda ($/MWH).   When a less efficient unit or more expensive unit, is on-line the system lambda calculated by the EMS is replaced by the lambda of the more espensive unit. Variable Operation & Maintenance (O&M) costs and transmission losses are not included in the system lambda calculations. 

CWLP participates in the Midwest ISO (MISO) energy market.  CWLP’s generators follow the dispatch base point signals received from the MISO every five minutes.  The units in the MISO energy market are dispatched based on price offer curves provided by market participants.  MISO dispatches units according to the Security Constrained Economic Dispatch (SCED).  MISO uses SCED to dispatch units in a manner that tries to minimize the overall cost of energy, based on the Locational Marginal Price (LMP).  The LMP includes the incremental energy offer of the most expensive unit used to serve the load and the cost of congestion and losses at every Commercial Pricing Point Node (CPn) in the system.  MISO also uses the Reliability Assessment Commitment (RAC) process to dispatch units for reliability in the bulk electric system which may override the SCED dispatch solution.  
",0
119,2008,12,0,100,,"Hydro power is the foundation of Avista's electric generating system, a system lambda is not calculated.  In Avista's Balancing Authority area demand is not followed using thermal generating resources.  Thermal generating resources are dispatched on a base load basis.",0
194,2008,12,0,100,,"EIA 714 Annual Control Area and Electric System Report
 The Year Ending December 31, 2008

Part II - Schedule 6. Calculation of System Lambda


System lambda for the gas fired thermal units is calculated hourly, based on the input/output characteristics of the generating units on-line that day and the current natural gas market price including variable interstate and intrastate costs.

The gas fired system lambda is compared with the variable cost of available energy purchases, coal and nuclear generation, and conventional and pump storage hydro generation.  

Also taken into consideration are transmission system wheeling charges and losses to the load center, and variable operation and maintenance costs.
",0
110,2008,12,0,100,,"Description of the AEP System’s
Firm-Load Lambda Calculation


The AEP System’s calculation of the firm-load lambda is based on the after-the-fact search for the generating unit that could have theoretically served one MW of additional firm demand, in addition to the actual firm demand.  If more than one generating unit were to be candidates to serve that additional MW, the one with the lowest incremental cost would be the one considered. 

The incremental energy cost, in $/MWh, to raise that unit’s loading by one MW above its actual loading is defined as the AEP System’s firm-load lambda.  Such determination and calculation are carried out on an hourly basis.  

Prior to determining that incremental generating unit and the associated incremental cost, the computer program is coded to take into consideration all appropriate realities and obligations encountered while the AEP System’s generation resources are operating on real-time.  These are:  (i) consideration of each operating generating unit’s seasonal capability, including condition deratings and partial outages, if any; (ii) exclusion of capacity blocks actually allocated to unit-power sales commitments; (iii) exclusion of the Donald C. Cook Nuclear Units Nos. 1 and 2 and conventional hydroelectric units from “incremental” consideration, inasmuch as those units generally operate to their physical and regulatory limits; and (iv) inclusion of the 3% spinning reserve requirement over the firm demand, as mandated by the ECAR Document No. 2.
",0
198,2008,12,0,100,,"Midwest ISO performs the economic dispatch.",0
164,2008,12,0,100,,"Description of Economic Dispatch

Economic Dispatch is an Automatic Generation Control (AGC) function used by ESCA EMS to determine the optimum loading of generating units in order to meet the system generation requirement. It takes into account unit operational constraints, incremental generation costs, incremental transmission losses, and reserve requirements,

A classical Lagrangian multiplier optimization algorithm is used to determine the loading of each dispatch-able unit to meet the net generation requirement while minimizing the overall system incremental costs. System Lambda is the cost to produce the next MW from this point. The System Lambda we are providing is calculated at the top of the clock hour.

The incremental costs curve (ICC) is calculated from its incremental heat rate curve, and fuel cost.
",0
